,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo,type_H,type_L,type_M
5271,300.7,311.9,1419,47.7,179,No Failure,89.5,0,1,0
5272,300.7,311.9,1389,46.5,186,No Failure,37.2,1,0,0
5273,300.6,311.6,1669,29.2,200,No Failure,66.66666666666667,0,0,1
5274,300.6,311.6,1455,48.0,203,No Failure,101.5,0,1,0
5275,300.7,311.8,1478,41.9,207,No Failure,103.5,0,1,0
5276,300.8,311.7,1578,31.4,219,No Failure,109.5,0,1,0
5277,300.8,311.7,1681,31.3,221,No Failure,110.5,0,1,0
5278,300.8,311.8,1417,43.4,223,No Failure,111.5,0,1,0
5279,300.7,311.7,1532,40.0,0,No Failure,0.0,0,0,1
5280,300.7,311.7,1499,38.9,3,No Failure,1.0,0,0,1
5281,300.8,311.7,1432,45.8,6,No Failure,3.0,0,1,0
5282,300.8,311.7,1753,29.0,8,No Failure,4.0,0,1,0
5283,300.8,311.7,1414,49.0,10,No Failure,5.0,0,1,0
5284,300.8,311.7,1655,32.2,12,No Failure,6.0,0,1,0
5285,300.8,311.6,1516,35.6,14,No Failure,7.0,0,1,0
5286,300.8,311.7,1426,45.5,16,No Failure,8.0,0,1,0
5287,300.7,311.5,1569,36.4,20,No Failure,6.666666666666667,0,0,1
5288,300.8,311.6,1568,36.0,23,No Failure,11.5,0,1,0
5289,300.9,311.8,1843,24.5,25,No Failure,8.333333333333334,0,0,1
5290,300.9,311.9,1480,40.9,28,No Failure,9.333333333333334,0,0,1
5291,301.0,312.0,1447,36.8,31,No Failure,15.5,0,1,0
5292,301.0,311.9,1454,41.9,33,No Failure,16.5,0,1,0
5293,300.9,311.9,1310,56.1,35,No Failure,11.666666666666666,0,0,1
5294,300.9,311.9,1513,38.0,38,No Failure,7.6,1,0,0
5295,301.0,312.1,1377,49.9,48,No Failure,24.0,0,1,0
5296,301.1,312.2,1491,42.6,52,No Failure,10.4,1,0,0
5297,300.9,312.1,1423,40.2,63,No Failure,31.5,0,1,0
5298,301.0,312.2,1602,35.9,67,No Failure,33.5,0,1,0
5299,301.0,312.2,1629,32.6,69,No Failure,23.0,0,0,1
5300,300.9,312.1,1711,28.8,74,No Failure,37.0,0,1,0
5301,301.1,312.2,1397,54.9,81,No Failure,40.5,0,1,0
5302,301.2,312.3,1548,38.3,87,No Failure,29.0,0,0,1
5303,301.2,312.4,1395,47.8,90,No Failure,18.0,1,0,0
5304,301.2,312.4,1480,53.5,97,No Failure,48.5,0,1,0
5305,301.0,312.3,1445,36.4,105,No Failure,52.5,0,1,0
5306,301.0,312.3,1550,34.9,111,No Failure,55.5,0,1,0
5307,301.1,312.3,1587,34.5,115,No Failure,57.5,0,1,0
5308,301.0,312.2,1489,40.3,117,No Failure,23.4,1,0,0
5309,301.1,312.3,1486,34.9,122,No Failure,61.0,0,1,0
5310,301.1,312.4,1430,37.9,124,No Failure,62.0,0,1,0
5311,301.1,312.4,1809,25.1,126,No Failure,42.0,0,0,1
5312,301.1,312.3,1534,39.0,129,No Failure,64.5,0,1,0
5313,301.1,312.3,1852,25.9,131,No Failure,43.666666666666664,0,0,1
5314,301.0,312.2,1776,28.8,138,No Failure,69.0,0,1,0
5315,301.0,312.2,2710,9.7,143,Power Failure,47.666666666666664,0,0,1
5316,300.9,312.1,1359,51.7,146,No Failure,73.0,0,1,0
5317,300.9,312.1,1617,31.0,148,No Failure,49.333333333333336,0,0,1
5318,300.8,312.0,1443,53.3,151,No Failure,50.333333333333336,0,0,1
5319,300.8,312.0,1374,50.2,154,No Failure,77.0,0,1,0
5320,300.9,312.0,1533,44.0,162,No Failure,81.0,0,1,0
5321,300.8,312.0,1477,37.3,164,No Failure,82.0,0,1,0
5322,301.0,312.1,1664,28.4,168,No Failure,56.0,0,0,1
5323,300.8,311.9,1414,41.1,171,No Failure,85.5,0,1,0
5324,300.8,311.8,1323,61.1,178,No Failure,89.0,0,1,0
5325,300.8,311.8,1427,43.3,180,No Failure,90.0,0,1,0
5326,300.9,312.0,1375,56.1,182,No Failure,60.666666666666664,0,0,1
5327,300.9,312.0,1402,50.7,185,No Failure,61.666666666666664,0,0,1
5328,300.9,312.0,1500,44.2,188,No Failure,94.0,0,1,0
5329,301.0,312.0,1558,37.5,190,No Failure,63.333333333333336,0,0,1
5330,300.9,312.0,1447,41.4,193,No Failure,64.33333333333333,0,0,1
5331,301.0,312.0,1518,39.3,196,No Failure,98.0,0,1,0
5332,301.0,311.9,1889,23.5,198,No Failure,99.0,0,1,0
5333,301.0,312.1,1675,30.7,200,No Failure,100.0,0,1,0
5334,300.9,312.0,1720,27.9,202,No Failure,40.4,1,0,0
5335,300.9,312.0,1441,43.8,210,No Failure,105.0,0,1,0
5336,300.9,312.0,1397,42.7,212,No Failure,42.4,1,0,0
5337,300.8,312.0,1422,50.7,219,No Failure,73.0,0,0,1
5338,300.7,311.9,1399,50.2,222,Overstrain Failure,111.0,0,1,0
5339,300.6,311.8,1501,44.8,226,No Failure,113.0,0,1,0
5340,300.6,311.9,1629,35.3,0,No Failure,0.0,0,0,1
5341,300.6,312.0,1490,42.2,3,No Failure,1.5,0,1,0
5342,300.7,311.9,1485,38.8,9,No Failure,4.5,0,1,0
5343,300.7,311.8,1564,36.8,11,No Failure,5.5,0,1,0
5344,300.7,311.7,1460,46.1,15,No Failure,7.5,0,1,0
5345,300.8,311.9,1431,48.5,25,No Failure,5.0,1,0,0
5346,300.7,311.9,1486,35.8,32,No Failure,16.0,0,1,0
5347,300.7,311.8,1441,38.1,34,No Failure,17.0,0,1,0
5348,300.6,311.8,1471,41.4,39,No Failure,19.5,0,1,0
5349,300.6,311.9,1463,38.2,41,No Failure,20.5,0,1,0
5350,300.6,311.9,1413,41.3,43,No Failure,21.5,0,1,0
5351,300.6,311.9,1604,30.5,45,No Failure,9.0,1,0,0
5352,300.6,311.8,1652,27.2,52,No Failure,26.0,0,1,0
5353,300.5,311.9,1403,45.7,54,No Failure,27.0,0,1,0
5354,300.5,311.9,1887,21.7,56,No Failure,28.0,0,1,0
5355,300.4,311.8,1405,47.9,58,No Failure,29.0,0,1,0
5356,300.2,311.6,1496,41.1,60,No Failure,12.0,1,0,0
5357,300.1,311.5,1499,43.4,65,No Failure,32.5,0,1,0
5358,300.2,311.5,1549,37.2,67,No Failure,33.5,0,1,0
5359,300.3,311.6,1515,44.9,69,No Failure,34.5,0,1,0
5360,300.2,311.6,1540,37.7,71,No Failure,35.5,0,1,0
5361,300.2,311.5,1426,44.3,73,No Failure,14.6,1,0,0
5362,300.3,311.6,1359,54.1,81,No Failure,27.0,0,0,1
5363,300.3,311.7,1551,36.4,84,No Failure,28.0,0,0,1
5364,300.5,311.8,1596,34.8,87,No Failure,43.5,0,1,0
5365,300.4,311.9,1868,21.3,92,No Failure,46.0,0,1,0
5366,300.6,312.0,1490,39.8,94,No Failure,31.333333333333332,0,0,1
5367,300.5,311.9,1676,35.2,97,No Failure,32.333333333333336,0,0,1
5368,300.5,311.9,1875,22.1,100,No Failure,33.333333333333336,0,0,1
5369,300.5,312.0,1867,23.0,103,No Failure,34.333333333333336,0,0,1
5370,300.5,312.0,1375,43.2,108,No Failure,21.6,1,0,0
5371,300.5,312.0,1558,36.7,113,No Failure,56.5,0,1,0
5372,300.4,312.0,1631,34.9,115,No Failure,57.5,0,1,0
5373,300.3,311.8,1360,48.0,119,No Failure,59.5,0,1,0
5374,300.3,311.8,1547,39.7,121,No Failure,60.5,0,1,0
5375,300.3,311.7,1571,31.2,123,No Failure,61.5,0,1,0
5376,300.2,311.5,1528,36.1,125,No Failure,62.5,0,1,0
5377,300.2,311.5,1432,43.6,127,No Failure,25.4,1,0,0
5378,300.1,311.4,1438,42.2,139,No Failure,69.5,0,1,0
5379,300.2,311.4,1483,44.4,141,No Failure,70.5,0,1,0
5380,300.2,311.4,1331,49.8,143,No Failure,71.5,0,1,0
5381,300.2,311.4,1463,37.5,145,No Failure,72.5,0,1,0
5382,300.1,311.4,1446,40.6,147,No Failure,73.5,0,1,0
5383,300.1,311.4,1356,45.7,149,No Failure,74.5,0,1,0
5384,300.1,311.3,1676,30.3,151,No Failure,75.5,0,1,0
5385,300.2,311.6,1375,56.9,155,No Failure,77.5,0,1,0
5386,300.2,311.6,1662,28.8,162,No Failure,32.4,1,0,0
5387,300.2,311.6,1500,39.0,174,No Failure,87.0,0,1,0
5388,300.2,311.7,1603,30.5,176,No Failure,88.0,0,1,0
5389,300.3,311.7,1682,27.8,178,No Failure,89.0,0,1,0
5390,300.3,311.9,1429,41.6,184,No Failure,61.333333333333336,0,0,1
5391,300.3,311.9,1692,31.5,187,No Failure,93.5,0,1,0
5392,300.4,311.9,1476,48.7,189,No Failure,94.5,0,1,0
5393,300.3,311.9,1390,49.0,194,No Failure,38.8,1,0,0
5394,300.3,311.8,1607,33.7,199,No Failure,66.33333333333333,0,0,1
5395,300.3,311.7,1821,26.3,202,No Failure,101.0,0,1,0
5396,300.4,311.8,1553,33.1,209,Tool Wear Failure,69.66666666666667,0,0,1
5397,300.4,311.8,1442,45.1,0,No Failure,0.0,0,0,1
5398,300.4,311.8,2496,13.5,5,No Failure,1.0,1,0,0
5399,300.3,311.8,2004,19.6,12,No Failure,6.0,0,1,0
5400,300.3,311.8,1548,33.0,16,No Failure,8.0,0,1,0
5401,300.3,311.7,1333,55.2,18,No Failure,9.0,0,1,0
5402,300.2,311.6,1767,26.4,20,No Failure,10.0,0,1,0
5403,300.2,311.6,1533,46.4,24,No Failure,8.0,0,0,1
5404,300.2,311.5,1515,36.8,27,No Failure,5.4,1,0,0
5405,300.2,311.4,1568,41.0,32,No Failure,16.0,0,1,0
5406,300.2,311.4,1452,47.8,34,No Failure,17.0,0,1,0
5407,300.2,311.4,1433,37.9,36,No Failure,18.0,0,1,0
5408,300.1,311.4,1629,31.3,41,No Failure,20.5,0,1,0
5409,300.0,311.3,1520,39.2,43,No Failure,21.5,0,1,0
5410,300.0,311.2,1393,43.1,45,No Failure,9.0,1,0,0
5411,299.9,311.2,1364,49.6,50,No Failure,10.0,1,0,0
5412,299.9,311.3,1389,50.0,55,No Failure,18.333333333333332,0,0,1
5413,299.8,311.1,1466,46.1,58,No Failure,29.0,0,1,0
5414,299.7,311.1,1650,32.4,60,No Failure,30.0,0,1,0
5415,299.6,311.0,1554,36.3,62,No Failure,31.0,0,1,0
5416,299.5,310.8,1600,32.4,67,No Failure,13.4,1,0,0
5417,299.5,310.8,1356,54.9,72,No Failure,36.0,0,1,0
5418,299.5,310.8,1571,38.2,74,No Failure,37.0,0,1,0
5419,299.6,310.9,1658,28.0,76,No Failure,38.0,0,1,0
5420,299.6,310.8,1393,49.9,78,No Failure,39.0,0,1,0
5421,299.7,311.0,1448,49.8,80,No Failure,26.666666666666668,0,0,1
5422,299.7,310.9,1477,40.4,83,No Failure,41.5,0,1,0
5423,299.7,310.9,1685,32.1,88,No Failure,29.333333333333332,0,0,1
5424,299.5,310.8,1447,41.0,93,No Failure,46.5,0,1,0
5425,299.5,310.7,1488,39.5,95,No Failure,31.666666666666668,0,0,1
5426,299.6,310.8,1427,50.4,98,No Failure,32.666666666666664,0,0,1
5427,299.5,310.7,1424,41.3,101,No Failure,33.666666666666664,0,0,1
5428,299.5,310.7,1472,40.9,104,No Failure,52.0,0,1,0
5429,299.5,310.7,1438,45.7,106,No Failure,53.0,0,1,0
5430,299.6,310.8,1507,42.4,108,No Failure,54.0,0,1,0
5431,299.6,310.8,1644,30.9,114,No Failure,57.0,0,1,0
5432,299.6,310.8,1498,46.9,116,No Failure,58.0,0,1,0
5433,299.6,310.8,1400,40.8,118,No Failure,59.0,0,1,0
5434,299.7,311.1,1618,30.3,125,No Failure,41.666666666666664,0,0,1
5435,299.6,311.0,1714,30.2,128,No Failure,25.6,1,0,0
5436,299.7,311.1,1603,31.4,141,No Failure,70.5,0,1,0
5437,299.7,311.1,1353,47.1,143,No Failure,28.6,1,0,0
5438,299.7,311.1,1690,30.6,148,No Failure,74.0,0,1,0
5439,299.8,311.2,1745,26.3,150,No Failure,50.0,0,0,1
5440,299.9,311.3,1522,45.7,153,No Failure,76.5,0,1,0
5441,299.9,311.4,1596,28.9,160,No Failure,80.0,0,1,0
5442,299.9,311.3,1371,52.3,167,No Failure,83.5,0,1,0
5443,299.8,311.2,1564,40.0,172,No Failure,86.0,0,1,0
5444,299.7,311.1,1439,44.9,174,No Failure,87.0,0,1,0
5445,299.7,311.2,1352,52.1,176,No Failure,88.0,0,1,0
5446,299.8,311.3,1560,35.4,178,No Failure,89.0,0,1,0
5447,299.7,311.2,1616,42.3,180,No Failure,60.0,0,0,1
5448,299.7,311.2,1835,23.7,183,No Failure,91.5,0,1,0
5449,299.7,311.1,1649,32.7,185,No Failure,61.666666666666664,0,0,1
5450,299.8,311.1,1452,47.3,188,No Failure,94.0,0,1,0
5451,299.8,311.1,2144,17.7,190,No Failure,95.0,0,1,0
5452,299.7,311.1,1554,41.0,192,No Failure,96.0,0,1,0
5453,299.6,310.9,1448,46.3,196,No Failure,98.0,0,1,0
5454,299.7,310.9,1620,37.2,203,No Failure,67.66666666666667,0,0,1
5455,299.6,310.9,1229,65.2,209,Overstrain Failure,104.5,0,1,0
5456,299.4,310.7,1426,45.7,213,No Failure,106.5,0,1,0
5457,299.4,310.7,1492,45.7,219,No Failure,73.0,0,0,1
5458,299.3,310.7,1374,48.9,222,No Failure,74.0,0,0,1
5459,299.2,310.7,1737,27.0,225,Tool Wear Failure,112.5,0,1,0
5460,299.3,310.8,1426,42.4,0,No Failure,0.0,0,1,0
5461,299.3,310.9,1826,25.1,2,No Failure,0.6666666666666666,0,0,1
5462,299.3,310.9,1669,32.4,5,No Failure,2.5,0,1,0
5463,299.4,310.9,1473,40.1,7,No Failure,2.3333333333333335,0,0,1
5464,299.3,310.8,1483,43.5,15,No Failure,7.5,0,1,0
5465,299.2,310.7,1535,42.6,17,No Failure,8.5,0,1,0
5466,299.3,310.8,1391,46.9,21,No Failure,10.5,0,1,0
5467,299.2,310.6,1675,33.3,28,No Failure,14.0,0,1,0
5468,299.2,310.5,1548,33.5,35,No Failure,11.666666666666666,0,0,1
5469,299.1,310.6,1577,37.1,44,No Failure,22.0,0,1,0
5470,299.0,310.4,1504,34.3,48,No Failure,24.0,0,1,0
5471,298.9,310.3,1551,35.2,50,No Failure,16.666666666666668,0,0,1
5472,299.1,310.5,1329,54.9,58,No Failure,29.0,0,1,0
5473,299.1,310.5,1532,36.6,62,No Failure,31.0,0,1,0
5474,299.1,310.5,1389,61.4,64,No Failure,32.0,0,1,0
5475,299.1,310.4,1524,51.4,66,No Failure,22.0,0,0,1
5476,299.1,310.5,1739,27.4,72,No Failure,36.0,0,1,0
5477,299.1,310.5,1736,26.9,74,No Failure,37.0,0,1,0
5478,299.1,310.5,1419,48.8,76,No Failure,38.0,0,1,0
5479,299.1,310.6,1449,43.2,80,No Failure,26.666666666666668,0,0,1
5480,299.2,310.6,1443,50.9,85,No Failure,28.333333333333332,0,0,1
5481,299.2,310.6,1498,41.1,88,No Failure,44.0,0,1,0
5482,299.0,310.4,1339,49.6,94,No Failure,47.0,0,1,0
5483,299.0,310.4,1483,41.5,96,No Failure,48.0,0,1,0
5484,298.9,310.2,2099,20.0,98,No Failure,32.666666666666664,0,0,1
5485,299.0,310.3,1689,29.7,101,No Failure,33.666666666666664,0,0,1
5486,299.1,310.4,1369,54.5,104,No Failure,20.8,1,0,0
5487,299.0,310.4,1512,38.8,109,No Failure,54.5,0,1,0
5488,299.0,310.3,1303,68.6,111,Power Failure,37.0,0,0,1
5489,299.0,310.3,1552,39.9,114,No Failure,57.0,0,1,0
5490,299.0,310.4,1713,28.0,116,No Failure,58.0,0,1,0
5491,298.9,310.3,1456,44.1,118,No Failure,59.0,0,1,0
5492,299.0,310.4,1524,39.8,120,No Failure,60.0,0,1,0
5493,299.0,310.4,1394,45.2,122,No Failure,40.666666666666664,0,0,1
5494,299.0,310.4,1565,36.1,127,No Failure,63.5,0,1,0
5495,299.0,310.4,1625,37.1,131,No Failure,43.666666666666664,0,0,1
5496,299.0,310.4,1606,31.1,134,No Failure,67.0,0,1,0
5497,299.0,310.5,1336,56.8,136,No Failure,27.2,1,0,0
5498,299.0,310.6,1587,34.2,141,No Failure,47.0,0,0,1
5499,299.1,310.6,1602,39.7,144,No Failure,72.0,0,1,0
5500,299.1,310.6,1332,48.0,148,No Failure,29.6,1,0,0
5501,299.1,310.6,1921,23.9,158,No Failure,79.0,0,1,0
5502,299.2,310.6,1704,30.6,160,No Failure,32.0,1,0,0
5503,299.1,310.6,1397,49.5,165,No Failure,55.0,0,0,1
5504,299.1,310.6,1791,28.0,168,No Failure,33.6,1,0,0
5505,299.2,310.7,1540,36.3,175,No Failure,87.5,0,1,0
5506,299.2,310.8,1502,39.8,177,No Failure,59.0,0,0,1
5507,299.2,310.8,1761,30.4,180,No Failure,36.0,1,0,0
5508,299.1,310.7,1309,51.1,188,No Failure,94.0,0,1,0
5509,298.9,310.6,1363,52.6,190,No Failure,95.0,0,1,0
5510,299.0,310.6,1787,22.2,192,No Failure,64.0,0,0,1
5511,298.9,310.6,1720,25.3,197,No Failure,65.66666666666667,0,0,1
5512,298.8,310.5,1384,52.8,200,No Failure,100.0,0,1,0
5513,298.8,310.5,1464,46.4,207,No Failure,103.5,0,1,0
5514,298.9,310.6,1615,33.0,221,No Failure,44.2,1,0,0
5515,298.8,310.6,1651,33.3,0,No Failure,0.0,0,1,0
5516,298.9,310.6,1387,52.7,2,No Failure,1.0,0,1,0
5517,298.8,310.5,1678,32.8,4,No Failure,1.3333333333333333,0,0,1
5518,298.9,310.6,1585,38.1,7,No Failure,3.5,0,1,0
5519,298.9,310.6,1406,43.8,12,No Failure,6.0,0,1,0
5520,298.9,310.6,1679,35.8,14,No Failure,4.666666666666667,0,0,1
5521,298.9,310.5,1717,26.9,17,No Failure,8.5,0,1,0
5522,298.9,310.5,1429,39.9,19,No Failure,3.8,1,0,0
5523,298.8,310.2,1595,33.1,34,No Failure,11.333333333333334,0,0,1
5524,298.7,310.1,1435,45.6,37,No Failure,7.4,1,0,0
5525,298.7,310.0,1637,31.8,42,No Failure,21.0,0,1,0
5526,298.7,310.1,1644,34.1,46,No Failure,15.333333333333334,0,0,1
5527,298.7,310.1,1641,31.1,49,No Failure,24.5,0,1,0
5528,298.7,310.1,1506,50.7,53,No Failure,17.666666666666668,0,0,1
5529,298.8,310.1,1380,44.0,56,No Failure,11.2,1,0,0
5530,298.7,310.1,1549,42.5,61,No Failure,20.333333333333332,0,0,1
5531,298.7,310.1,1402,69.7,64,Power Failure,21.333333333333332,0,0,1
5532,298.7,310.1,1401,45.3,67,No Failure,33.5,0,1,0
5533,298.7,310.0,1459,40.2,69,No Failure,23.0,0,0,1
5534,298.7,309.9,1465,39.7,72,No Failure,36.0,0,1,0
5535,298.8,310.0,1295,52.7,74,No Failure,24.666666666666668,0,0,1
5536,298.8,310.0,1484,44.9,80,No Failure,26.666666666666668,0,0,1
5537,298.8,309.9,1739,30.6,83,No Failure,41.5,0,1,0
5538,298.7,309.8,1422,40.7,85,No Failure,17.0,1,0,0
5539,298.8,309.8,1463,40.0,90,No Failure,45.0,0,1,0
5540,298.7,309.7,1667,30.4,92,No Failure,46.0,0,1,0
5541,298.7,309.7,1565,39.3,94,No Failure,18.8,1,0,0
5542,298.7,309.7,1393,45.7,99,No Failure,49.5,0,1,0
5543,298.8,309.7,1453,47.7,101,No Failure,33.666666666666664,0,0,1
5544,298.7,309.5,1394,46.0,113,No Failure,37.666666666666664,0,0,1
5545,298.7,309.5,1500,38.8,116,No Failure,38.666666666666664,0,0,1
5546,298.7,309.6,1254,57.1,124,No Failure,41.333333333333336,0,0,1
5547,298.8,309.7,1424,49.6,129,No Failure,64.5,0,1,0
5548,298.8,309.7,1392,48.7,133,No Failure,44.333333333333336,0,0,1
5549,298.8,309.7,1529,44.0,136,No Failure,68.0,0,1,0
5550,298.8,309.7,1477,48.5,138,No Failure,46.0,0,0,1
5551,298.8,309.7,1459,47.3,141,No Failure,47.0,0,0,1
5552,298.9,309.7,1449,48.8,147,No Failure,73.5,0,1,0
5553,298.8,309.7,1589,35.3,149,No Failure,49.666666666666664,0,0,1
5554,298.8,309.7,1740,28.5,152,No Failure,76.0,0,1,0
5555,298.8,309.7,1499,40.3,154,No Failure,51.333333333333336,0,0,1
5556,298.8,309.7,1751,29.6,160,No Failure,80.0,0,1,0
5557,298.7,309.7,1510,40.6,162,No Failure,81.0,0,1,0
5558,298.8,309.8,1437,48.2,164,No Failure,32.8,1,0,0
5559,298.8,309.8,1490,35.9,171,No Failure,34.2,1,0,0
5560,298.7,309.6,1665,31.1,178,No Failure,89.0,0,1,0
5561,298.7,309.6,1452,42.7,180,No Failure,60.0,0,0,1
5562,298.7,309.5,1487,33.6,183,No Failure,61.0,0,0,1
5563,298.7,309.6,1382,48.1,186,No Failure,62.0,0,0,1
5564,298.6,309.6,1491,36.9,192,No Failure,96.0,0,1,0
5565,298.6,309.6,1390,50.3,196,No Failure,98.0,0,1,0
5566,298.7,309.6,1502,46.7,198,No Failure,99.0,0,1,0
5567,298.6,309.6,1344,59.4,200,No Failure,66.66666666666667,0,0,1
5568,298.7,309.7,1547,37.4,0,No Failure,0.0,0,1,0
5569,298.6,309.6,1525,42.4,2,No Failure,0.6666666666666666,0,0,1
5570,298.6,309.5,1450,44.3,7,No Failure,3.5,0,1,0
5571,298.6,309.6,1353,62.5,9,No Failure,4.5,0,1,0
5572,298.9,309.8,1534,42.1,23,No Failure,11.5,0,1,0
5573,298.8,309.7,1953,20.6,25,No Failure,12.5,0,1,0
5574,298.7,309.7,1881,21.7,29,No Failure,14.5,0,1,0
5575,298.8,309.7,1448,44.8,31,No Failure,10.333333333333334,0,0,1
5576,298.7,309.7,1362,50.5,34,No Failure,11.333333333333334,0,0,1
5577,298.8,309.7,1225,63.4,37,No Failure,18.5,0,1,0
5578,298.8,309.8,1334,49.3,42,No Failure,21.0,0,1,0
5579,298.8,309.9,1629,31.9,49,No Failure,24.5,0,1,0
5580,298.9,310.0,1776,25.7,51,No Failure,25.5,0,1,0
5581,298.8,310.0,1530,38.3,53,No Failure,10.6,1,0,0
5582,298.9,310.0,1719,27.3,58,No Failure,29.0,0,1,0
5583,298.8,309.9,1495,35.2,60,No Failure,20.0,0,0,1
5584,298.8,309.7,1450,43.1,63,No Failure,31.5,0,1,0
5585,298.8,309.8,1563,38.8,65,No Failure,13.0,1,0,0
5586,298.9,309.9,1501,37.1,70,No Failure,23.333333333333332,0,0,1
5587,298.8,309.9,1351,47.2,73,No Failure,36.5,0,1,0
5588,298.8,309.9,1525,39.7,77,No Failure,38.5,0,1,0
5589,298.8,309.8,1288,61.9,79,No Failure,26.333333333333332,0,0,1
5590,298.5,309.6,1502,39.4,84,No Failure,28.0,0,0,1
5591,298.6,309.5,1566,38.1,89,No Failure,29.666666666666668,0,0,1
5592,298.5,309.5,1483,44.8,92,No Failure,30.666666666666668,0,0,1
5593,298.6,309.6,1593,33.3,95,No Failure,19.0,1,0,0
5594,298.5,309.6,1724,26.4,100,No Failure,50.0,0,1,0
5595,298.5,309.7,2617,12.1,102,Power Failure,51.0,0,1,0
5596,298.6,309.7,1294,59.4,104,No Failure,52.0,0,1,0
5597,298.6,309.6,1533,40.7,106,No Failure,53.0,0,1,0
5598,298.5,309.4,1671,31.8,108,No Failure,21.6,1,0,0
5599,298.5,309.5,1370,52.4,113,No Failure,56.5,0,1,0
5600,298.5,309.6,1462,45.1,115,No Failure,57.5,0,1,0
5601,298.4,309.5,1545,36.6,117,No Failure,58.5,0,1,0
5602,298.4,309.5,1484,41.7,119,No Failure,39.666666666666664,0,0,1
5603,298.4,309.5,1357,50.1,125,No Failure,62.5,0,1,0
5604,298.5,309.6,1572,33.0,127,No Failure,42.333333333333336,0,0,1
5605,298.5,309.6,1861,26.9,130,No Failure,65.0,0,1,0
5606,298.5,309.5,1548,44.5,132,No Failure,66.0,0,1,0
5607,298.6,309.8,1496,37.7,134,No Failure,67.0,0,1,0
5608,298.6,309.8,1842,20.1,142,No Failure,71.0,0,1,0
5609,298.7,309.9,1434,53.0,144,No Failure,48.0,0,0,1
5610,298.8,310.1,1585,31.3,147,No Failure,49.0,0,0,1
5611,298.8,310.1,1704,30.7,150,No Failure,30.0,1,0,0
5612,298.9,310.2,1971,23.2,155,No Failure,77.5,0,1,0
5613,299.0,310.3,1431,39.9,157,No Failure,78.5,0,1,0
5614,298.9,310.3,1496,36.3,161,No Failure,80.5,0,1,0
5615,298.9,310.3,1243,63.0,163,No Failure,32.6,1,0,0
5616,299.1,310.6,1380,44.7,170,No Failure,85.0,0,1,0
5617,299.2,310.6,1567,38.4,172,No Failure,86.0,0,1,0
5618,299.1,310.5,1628,35.9,174,No Failure,87.0,0,1,0
5619,299.1,310.4,1505,46.1,176,No Failure,88.0,0,1,0
5620,299.0,310.3,1827,28.0,178,No Failure,59.333333333333336,0,0,1
5621,298.8,310.0,1537,39.9,190,No Failure,95.0,0,1,0
5622,298.8,310.1,1501,48.7,192,No Failure,64.0,0,0,1
5623,298.7,309.9,1654,29.1,195,No Failure,65.0,0,0,1
5624,298.7,310.0,1519,38.1,198,No Failure,66.0,0,0,1
5625,298.7,309.9,1371,51.3,201,No Failure,100.5,0,1,0
5626,298.7,309.8,1181,65.9,203,Overstrain Failure,101.5,0,1,0
5627,298.6,309.8,1637,34.6,207,No Failure,103.5,0,1,0
5628,298.6,309.9,1630,30.6,2,No Failure,1.0,0,1,0
5629,298.6,310.0,1517,39.0,4,No Failure,2.0,0,1,0
5630,298.6,310.0,1541,36.9,12,No Failure,4.0,0,0,1
5631,298.6,310.1,1439,49.9,17,No Failure,8.5,0,1,0
5632,298.5,310.0,1492,41.2,19,No Failure,9.5,0,1,0
5633,298.4,310.0,1559,44.2,23,No Failure,11.5,0,1,0
5634,298.5,310.0,1435,42.5,25,No Failure,12.5,0,1,0
5635,298.6,310.0,1512,37.5,27,No Failure,9.0,0,0,1
5636,298.6,309.9,1356,59.5,34,No Failure,17.0,0,1,0
5637,298.6,309.9,1556,38.6,36,No Failure,18.0,0,1,0
5638,298.6,309.9,1393,45.5,38,No Failure,19.0,0,1,0
5639,298.7,309.9,1753,26.8,40,No Failure,20.0,0,1,0
5640,298.7,309.9,1651,29.5,42,No Failure,21.0,0,1,0
5641,298.7,309.9,1372,54.7,44,No Failure,22.0,0,1,0
5642,298.7,309.8,1501,44.7,48,No Failure,16.0,0,0,1
5643,298.7,309.9,1411,45.1,51,No Failure,17.0,0,0,1
5644,298.6,309.7,1672,27.5,54,No Failure,10.8,1,0,0
5645,298.7,309.8,1475,40.5,59,No Failure,19.666666666666668,0,0,1
5646,298.7,309.8,1469,38.4,62,No Failure,31.0,0,1,0
5647,298.6,309.7,1463,39.1,66,No Failure,13.2,1,0,0
5648,298.6,309.7,1280,64.1,71,No Failure,23.666666666666668,0,0,1
5649,298.7,309.9,1464,38.0,74,No Failure,37.0,0,1,0
5650,298.5,309.7,1634,37.8,78,No Failure,39.0,0,1,0
5651,298.6,309.8,1430,43.1,80,No Failure,26.666666666666668,0,0,1
5652,298.5,309.7,1523,44.6,83,No Failure,27.666666666666668,0,0,1
5653,298.5,309.7,1557,37.7,86,No Failure,28.666666666666668,0,0,1
5654,298.5,309.6,1579,33.5,91,No Failure,18.2,1,0,0
5655,298.5,309.7,1354,60.8,96,No Failure,32.0,0,0,1
5656,298.4,309.5,1520,38.1,106,No Failure,53.0,0,1,0
5657,298.3,309.4,1618,31.5,108,No Failure,54.0,0,1,0
5658,298.4,309.5,1450,47.9,112,No Failure,56.0,0,1,0
5659,298.5,309.5,1501,40.2,114,No Failure,38.0,0,0,1
