,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo
4831,L,300.4,310.6,1384,48.7,24,No Failure,12.0
4832,L,300.4,310.5,1578,32.8,26,No Failure,13.0
4833,L,300.5,310.5,1695,26.7,28,No Failure,14.0
4834,M,300.4,310.5,1540,33.4,32,No Failure,10.666666666666666
4835,L,300.2,310.4,1808,25.8,35,No Failure,17.5
4836,M,300.3,310.4,1293,49.7,37,No Failure,12.333333333333334
4837,M,300.2,310.3,1704,29.2,42,No Failure,14.0
4838,M,300.2,310.3,1478,38.1,45,No Failure,15.0
4839,L,300.2,310.3,1514,38.7,48,No Failure,24.0
4840,L,300.1,310.2,1475,54.2,53,No Failure,26.5
4841,L,300.0,310.1,1465,40.9,60,No Failure,30.0
4842,L,299.9,310.2,1288,69.6,62,Power Failure,31.0
4843,L,300.0,310.2,1675,29.7,64,No Failure,32.0
4844,L,300.0,310.2,1486,36.4,66,No Failure,33.0
4845,M,300.1,310.4,1480,37.1,77,No Failure,25.666666666666668
4846,M,300.2,310.4,1530,35.7,80,No Failure,26.666666666666668
4847,M,300.2,310.6,1983,20.8,83,No Failure,27.666666666666668
4848,L,300.3,310.6,1433,53.8,86,No Failure,43.0
4849,L,300.3,310.6,1806,24.4,88,No Failure,44.0
4850,L,300.2,310.5,1416,46.7,90,No Failure,45.0
4851,M,300.1,310.4,1556,38.1,92,No Failure,30.666666666666668
4852,L,300.1,310.6,1809,24.3,97,No Failure,48.5
4853,M,300.1,310.5,1329,57.4,99,No Failure,33.0
4854,L,300.1,310.5,1532,36.0,109,No Failure,54.5
4855,L,300.1,310.5,1492,50.9,111,No Failure,55.5
4856,L,300.1,310.4,1554,39.4,115,No Failure,57.5
4857,L,300.1,310.6,1374,45.4,119,No Failure,59.5
4858,M,300.0,310.5,1790,25.7,123,No Failure,41.0
4859,L,300.1,310.5,1356,45.8,126,No Failure,63.0
4860,M,300.0,310.4,1385,52.1,128,No Failure,42.666666666666664
4861,L,300.0,310.4,1333,49.1,131,No Failure,65.5
4862,L,300.0,310.5,1412,52.4,142,No Failure,71.0
4863,L,299.9,310.4,1408,38.4,144,No Failure,72.0
4864,L,299.9,310.4,1470,50.0,148,No Failure,74.0
4865,L,299.9,310.4,1497,47.0,150,No Failure,75.0
4866,H,299.8,310.2,1411,49.7,161,No Failure,32.2
4867,L,299.8,310.2,1911,23.5,166,No Failure,83.0
4868,L,299.9,310.2,1479,46.3,173,No Failure,86.5
4869,M,299.9,310.4,1820,26.6,175,No Failure,58.333333333333336
4870,M,299.9,310.5,1335,52.9,180,No Failure,60.0
4871,M,299.9,310.5,1576,39.4,183,No Failure,61.0
4872,L,300.0,310.5,1517,42.2,186,No Failure,93.0
4873,M,299.9,310.4,1576,34.3,188,No Failure,62.666666666666664
4874,H,299.8,310.2,1537,36.6,191,No Failure,38.2
4875,L,299.8,310.3,1524,34.2,196,No Failure,98.0
4876,M,299.8,310.3,1805,23.7,198,No Failure,66.0
4877,M,299.9,310.4,1367,53.3,201,No Failure,67.0
4878,L,299.8,310.4,1694,30.3,204,No Failure,102.0
4879,H,299.9,310.5,1549,42.8,208,No Failure,41.6
4880,L,299.8,310.5,1496,38.8,215,No Failure,107.5
4881,L,299.8,310.4,1579,36.4,0,No Failure,0.0
4882,L,299.6,310.2,1469,47.0,15,No Failure,7.5
4883,L,299.6,310.2,1627,36.6,17,No Failure,8.5
4884,L,299.7,310.2,1633,36.5,24,No Failure,12.0
4885,L,299.7,310.2,1469,39.5,26,No Failure,13.0
4886,L,299.7,310.2,1458,43.4,28,No Failure,14.0
4887,M,299.7,310.2,1440,42.8,30,No Failure,10.0
4888,L,299.8,310.3,1687,30.4,33,No Failure,16.5
4889,M,299.7,310.3,1429,47.7,35,No Failure,11.666666666666666
4890,L,299.6,310.2,1588,34.1,38,No Failure,19.0
4891,M,299.5,310.1,1659,31.5,44,No Failure,14.666666666666666
4892,M,299.4,310.0,1512,43.2,47,No Failure,15.666666666666666
4893,L,299.5,310.0,1594,35.1,54,No Failure,27.0
4894,L,299.5,310.0,1412,48.9,56,No Failure,28.0
4895,L,299.5,309.9,1402,51.7,58,No Failure,29.0
4896,L,299.6,310.1,2057,20.4,60,No Failure,30.0
4897,H,299.6,310.1,1531,36.8,62,No Failure,12.4
4898,M,299.6,310.2,1620,30.0,70,No Failure,23.333333333333332
4899,M,299.6,310.1,1455,46.1,76,No Failure,25.333333333333332
4900,L,299.6,310.2,1512,44.0,79,No Failure,39.5
4901,L,299.6,310.2,1473,42.7,81,No Failure,40.5
4902,M,299.4,309.9,1567,40.6,87,No Failure,29.0
4903,L,299.5,310.0,1349,52.7,92,No Failure,46.0
4904,M,299.6,310.1,1357,48.7,96,No Failure,32.0
4905,L,299.6,310.2,1743,24.8,99,No Failure,49.5
4906,L,299.7,310.3,1495,43.1,101,No Failure,50.5
4907,L,299.8,310.4,1698,28.3,103,No Failure,51.5
4908,M,299.8,310.5,1375,53.9,110,No Failure,36.666666666666664
4909,M,299.8,310.6,1574,31.8,113,No Failure,37.666666666666664
4910,M,299.8,310.6,1694,31.3,121,No Failure,40.333333333333336
4911,L,299.8,310.6,1707,32.5,124,No Failure,62.0
4912,M,299.7,310.5,1490,41.2,126,No Failure,42.0
4913,L,299.7,310.6,1675,31.3,129,No Failure,64.5
4914,M,299.7,310.5,1492,39.3,131,No Failure,43.666666666666664
4915,L,299.7,310.6,1479,38.0,137,No Failure,68.5
4916,M,299.7,310.6,1572,38.0,139,No Failure,46.333333333333336
4917,L,299.7,310.6,1616,35.1,142,No Failure,71.0
4918,L,299.7,310.6,1737,26.1,144,No Failure,72.0
4919,M,299.7,310.7,1498,37.8,146,No Failure,48.666666666666664
4920,L,299.8,310.8,1409,51.9,154,No Failure,77.0
4921,M,299.8,310.8,1463,43.5,156,No Failure,52.0
4922,L,299.8,310.8,1376,48.6,159,No Failure,79.5
4923,L,299.8,310.8,1553,32.2,161,No Failure,80.5
4924,M,299.8,310.8,1530,35.2,163,No Failure,54.333333333333336
4925,L,299.8,310.9,1545,40.7,166,No Failure,83.0
4926,H,299.8,310.9,1427,47.2,168,No Failure,33.6
4927,L,299.9,310.9,1292,51.1,173,No Failure,86.5
4928,L,299.8,310.9,2084,17.6,175,No Failure,87.5
4929,L,299.9,311.0,1747,27.6,177,No Failure,88.5
4930,L,300.0,311.0,1637,33.6,181,No Failure,90.5
4931,M,300.1,311.1,1616,35.2,183,No Failure,61.0
4932,L,300.1,311.1,1619,33.4,186,No Failure,93.0
4933,M,300.1,311.2,1452,42.4,190,No Failure,63.333333333333336
4934,L,300.1,311.3,1547,40.0,201,No Failure,100.5
4935,M,300.1,311.4,1342,48.5,203,No Failure,67.66666666666667
4936,L,300.0,311.3,1407,47.3,208,No Failure,104.0
4937,M,300.0,311.4,1791,24.1,213,No Failure,71.0
4938,M,300.0,311.4,1692,29.0,216,Tool Wear Failure,72.0
4939,L,300.0,311.4,1634,31.9,0,No Failure,0.0
4940,M,300.0,311.4,1864,23.3,2,No Failure,0.6666666666666666
4941,L,300.0,311.4,1590,33.6,5,No Failure,2.5
4942,M,300.0,311.4,1384,46.1,7,No Failure,2.3333333333333335
4943,M,300.0,311.4,1352,61.8,10,No Failure,3.3333333333333335
4944,M,300.1,311.4,1913,21.9,15,No Failure,5.0
4945,L,300.0,311.4,1508,38.2,18,No Failure,9.0
4946,L,299.9,311.3,1504,40.7,20,No Failure,10.0
4947,L,299.9,311.3,1647,27.5,26,No Failure,13.0
4948,L,300.0,311.3,1493,41.4,28,No Failure,14.0
4949,L,300.0,311.4,1655,29.6,30,No Failure,15.0
4950,L,300.0,311.5,1601,36.9,35,No Failure,17.5
4951,H,300.1,311.6,1589,37.9,37,No Failure,7.4
4952,L,300.2,311.7,1286,55.1,42,No Failure,21.0
4953,L,300.2,311.7,1553,41.3,44,No Failure,22.0
4954,L,300.2,311.8,1379,51.0,46,No Failure,23.0
4955,M,300.3,311.9,1677,30.8,48,No Failure,16.0
4956,L,300.3,311.8,1488,38.4,51,No Failure,25.5
4957,L,300.3,311.8,1418,45.9,53,No Failure,26.5
4958,L,300.3,311.7,1579,33.6,59,No Failure,29.5
4959,H,300.3,311.7,1432,47.7,61,No Failure,12.2
4960,M,300.2,311.7,1597,39.5,68,No Failure,22.666666666666668
4961,M,300.2,311.7,1397,50.2,71,No Failure,23.666666666666668
4962,L,300.1,311.6,1530,36.6,74,No Failure,37.0
4963,M,300.1,311.6,1433,51.4,76,No Failure,25.333333333333332
4964,L,300.0,311.5,1445,41.6,81,No Failure,40.5
4965,L,300.0,311.5,1749,28.3,83,No Failure,41.5
4966,L,300.0,311.3,1703,30.4,85,No Failure,42.5
4967,H,300.1,311.4,1518,46.9,87,No Failure,17.4
4968,H,300.3,311.6,1801,23.6,97,No Failure,19.4
4969,L,300.3,311.6,1560,37.7,107,No Failure,53.5
4970,L,300.4,311.6,1332,54.6,111,No Failure,55.5
4971,L,300.3,311.7,1365,53.3,113,No Failure,56.5
4972,M,300.3,311.6,1617,32.5,115,No Failure,38.333333333333336
4973,M,300.3,311.6,1304,62.8,118,No Failure,39.333333333333336
4974,L,300.3,311.7,1989,22.3,121,No Failure,60.5
4975,L,300.1,311.3,1479,39.5,133,No Failure,66.5
4976,M,300.1,311.3,1523,34.1,135,No Failure,45.0
4977,M,300.2,311.4,1570,35.3,138,No Failure,46.0
4978,L,300.2,311.6,1671,28.8,149,No Failure,74.5
4979,M,300.3,311.6,1312,53.4,151,No Failure,50.333333333333336
4980,L,300.3,311.6,1595,38.8,154,No Failure,77.0
4981,L,300.3,311.7,1635,31.8,156,No Failure,78.0
4982,L,300.3,311.7,1545,43.5,160,Random Failures,80.0
4983,M,300.2,311.6,1751,28.0,162,No Failure,54.0
4984,M,300.4,311.8,1707,30.0,165,No Failure,55.0
4985,M,300.3,311.7,1319,51.4,170,No Failure,56.666666666666664
4986,L,300.2,311.7,1448,54.2,173,No Failure,86.5
4987,L,300.2,311.8,1436,48.2,175,No Failure,87.5
4988,L,300.3,311.9,1609,34.0,177,No Failure,88.5
4989,M,300.3,311.8,1483,45.1,181,No Failure,60.333333333333336
4990,M,300.2,311.8,1748,28.5,184,No Failure,61.333333333333336
4991,L,300.2,311.8,1410,51.4,189,No Failure,94.5
4992,L,300.2,311.7,1640,30.8,191,No Failure,95.5
4993,H,300.3,311.7,1655,29.9,193,No Failure,38.6
4994,M,300.3,311.7,1646,28.9,198,No Failure,66.0
4995,L,300.4,311.8,1589,42.0,201,No Failure,100.5
4996,L,300.5,311.9,1546,39.4,203,No Failure,101.5
4997,L,300.5,311.9,1511,41.8,205,No Failure,102.5
4998,L,300.5,311.9,1750,28.3,207,No Failure,103.5
4999,L,300.6,311.9,1372,60.1,212,Overstrain Failure,106.0
5000,L,300.5,311.8,1524,38.9,214,Tool Wear Failure,107.0
5001,L,300.4,311.8,1601,36.1,0,No Failure,0.0
5002,L,300.4,311.8,2261,14.9,5,No Failure,2.5
5003,L,300.4,311.8,1636,32.3,7,No Failure,3.5
5004,M,300.4,311.9,1335,58.3,9,No Failure,3.0
5005,M,300.3,311.7,1236,57.5,12,No Failure,4.0
5006,L,300.3,311.7,1445,47.3,15,No Failure,7.5
5007,L,300.2,311.5,1500,40.8,17,No Failure,8.5
5008,L,300.2,311.6,1999,21.0,19,No Failure,9.5
5009,M,300.2,311.6,1467,40.7,23,No Failure,7.666666666666667
5010,L,300.1,311.5,1334,54.0,26,No Failure,13.0
5011,M,300.1,311.5,1343,46.2,28,No Failure,9.333333333333334
5012,H,300.1,311.5,1383,49.1,33,No Failure,6.6
5013,L,300.1,311.3,1470,45.2,40,No Failure,20.0
5014,L,300.1,311.4,1467,35.7,45,No Failure,22.5
5015,M,300.1,311.4,1617,39.3,47,No Failure,15.666666666666666
5016,H,300.1,311.4,1377,56.7,50,No Failure,10.0
5017,L,300.0,311.2,1504,37.9,58,No Failure,29.0
5018,L,300.0,311.2,1418,47.3,60,No Failure,30.0
5019,L,300.0,311.2,1629,31.7,62,No Failure,31.0
5020,L,300.1,311.3,1305,64.7,66,No Failure,33.0
5021,M,300.2,311.4,1450,38.5,68,No Failure,22.666666666666668
5022,M,300.2,311.3,1587,31.2,73,No Failure,24.333333333333332
5023,M,300.3,311.5,1528,40.9,76,No Failure,25.333333333333332
5024,L,300.3,311.5,1446,45.0,82,No Failure,41.0
5025,L,300.2,311.4,1425,44.2,84,No Failure,42.0
5026,L,300.2,311.4,1891,22.6,86,No Failure,43.0
5027,L,300.1,311.4,1430,40.9,93,No Failure,46.5
5028,L,300.2,311.4,1495,43.6,95,No Failure,47.5
5029,L,300.3,311.4,1544,41.6,97,No Failure,48.5
5030,M,300.3,311.4,1554,34.3,99,No Failure,33.0
5031,M,300.2,311.3,1491,37.3,102,No Failure,34.0
5032,L,300.3,311.3,1525,40.7,105,No Failure,52.5
5033,M,300.3,311.4,1386,48.1,119,No Failure,39.666666666666664
5034,M,300.3,311.3,1377,53.8,125,No Failure,41.666666666666664
5035,L,300.3,311.1,1388,49.4,128,No Failure,64.0
5036,M,300.3,311.1,1350,58.7,130,No Failure,43.333333333333336
5037,M,300.4,311.2,1831,23.4,133,No Failure,44.333333333333336
5038,M,300.3,311.2,1783,25.6,139,No Failure,46.333333333333336
5039,L,300.2,311.0,1255,71.8,149,Power Failure,74.5
5040,H,300.2,311.0,1777,27.5,151,No Failure,30.2
5041,L,300.3,311.1,1606,30.9,156,No Failure,78.0
5042,L,300.3,311.1,1676,28.6,158,No Failure,79.0
5043,L,300.3,311.1,1605,37.1,160,No Failure,80.0
5044,L,300.4,311.1,1487,37.4,162,No Failure,81.0
5045,L,300.4,311.2,1471,46.5,164,No Failure,82.0
5046,L,300.4,311.2,1673,28.9,171,No Failure,85.5
5047,M,300.4,311.2,1366,56.1,177,No Failure,59.0
5048,L,300.4,311.2,1472,37.3,187,No Failure,93.5
5049,L,300.4,311.1,1397,50.8,189,No Failure,94.5
5050,L,300.4,311.1,1589,35.5,191,No Failure,95.5
5051,M,300.4,311.0,1433,46.1,199,No Failure,66.33333333333333
5052,M,300.5,311.2,1551,36.6,205,No Failure,68.33333333333333
5053,L,300.5,311.2,1270,67.5,208,Overstrain Failure,104.0
5054,L,300.6,311.3,1531,38.5,0,No Failure,0.0
5055,H,300.5,311.2,1397,45.2,2,No Failure,0.4
5056,L,300.5,311.1,1547,37.2,7,No Failure,3.5
5057,L,300.5,311.1,1491,42.6,11,No Failure,5.5
5058,L,300.5,311.0,1759,28.3,13,No Failure,6.5
5059,M,300.4,311.0,1595,35.4,15,No Failure,5.0
5060,L,300.4,311.2,1406,43.6,22,No Failure,11.0
5061,L,300.4,311.3,1639,34.6,24,No Failure,12.0
5062,H,300.4,311.3,2026,20.3,26,No Failure,5.2
5063,M,300.4,311.3,1350,56.5,31,No Failure,10.333333333333334
5064,L,300.5,311.3,1490,41.8,39,No Failure,19.5
5065,L,300.5,311.4,1611,32.7,44,No Failure,22.0
5066,L,300.5,311.3,1475,46.3,49,No Failure,24.5
5067,L,300.5,311.4,1442,47.0,53,No Failure,26.5
5068,L,300.5,311.4,1556,45.3,58,No Failure,29.0
5069,L,300.5,311.5,1651,36.9,65,No Failure,32.5
5070,L,300.5,311.5,1490,38.4,67,No Failure,33.5
5071,M,300.6,311.6,1473,31.5,69,No Failure,23.0
5072,L,300.6,311.7,1734,29.9,72,No Failure,36.0
5073,L,300.6,311.7,1556,34.9,76,No Failure,38.0
5074,H,300.5,311.6,1351,53.5,78,No Failure,15.6
5075,L,300.5,311.7,1619,32.7,85,No Failure,42.5
5076,M,300.5,311.7,1269,64.0,87,No Failure,29.0
5077,L,300.5,311.6,1534,37.7,90,No Failure,45.0
5078,L,300.5,311.6,1744,26.8,94,No Failure,47.0
5079,L,300.4,311.5,1441,44.6,96,No Failure,48.0
5080,M,300.3,311.3,1506,40.7,98,No Failure,32.666666666666664
5081,L,300.3,311.4,1526,38.5,101,No Failure,50.5
5082,L,300.4,311.5,1704,29.7,103,No Failure,51.5
5083,L,300.5,311.5,1661,35.9,110,No Failure,55.0
5084,L,300.5,311.4,1466,41.8,112,No Failure,56.0
5085,L,300.4,311.3,1608,35.1,114,No Failure,57.0
5086,M,300.4,311.4,1604,31.7,119,No Failure,39.666666666666664
5087,H,300.4,311.4,1427,50.7,122,No Failure,24.4
5088,L,300.4,311.4,1424,44.6,127,No Failure,63.5
5089,L,300.4,311.4,1662,29.3,129,No Failure,64.5
5090,L,300.4,311.4,1936,23.9,131,No Failure,65.5
5091,L,300.4,311.4,1728,31.7,133,No Failure,66.5
5092,L,300.3,311.4,1343,57.7,142,No Failure,71.0
5093,M,300.4,311.5,1476,32.6,144,No Failure,48.0
5094,M,300.3,311.5,1540,41.5,151,No Failure,50.333333333333336
5095,L,300.5,311.6,1541,47.8,156,No Failure,78.0
5096,M,300.4,311.6,1359,55.4,160,No Failure,53.333333333333336
5097,L,300.5,311.6,1528,42.4,163,No Failure,81.5
5098,L,300.5,311.6,1575,32.5,168,No Failure,84.0
5099,M,300.5,311.6,1658,30.4,170,No Failure,56.666666666666664
5100,L,300.5,311.6,1385,54.8,173,No Failure,86.5
5101,H,300.5,311.7,1454,50.3,175,No Failure,35.0
5102,L,300.5,311.6,1497,40.5,180,No Failure,90.0
5103,M,300.6,311.7,1424,50.8,182,No Failure,60.666666666666664
5104,L,300.6,311.8,1539,37.0,187,No Failure,93.5
5105,L,300.5,311.6,1525,37.6,191,No Failure,95.5
5106,M,300.5,311.6,1456,51.1,193,No Failure,64.33333333333333
5107,M,300.5,311.7,2141,17.2,196,No Failure,65.33333333333333
5108,M,300.5,311.6,1476,39.1,199,No Failure,66.33333333333333
5109,L,300.6,311.7,1428,52.6,208,No Failure,104.0
5110,M,300.6,311.7,1389,52.1,210,No Failure,70.0
5111,L,300.7,311.7,1395,43.7,215,No Failure,107.5
5112,M,300.7,311.7,1412,49.1,219,No Failure,73.0
5113,M,300.7,311.8,1407,42.4,224,No Failure,74.66666666666667
5114,M,300.7,311.7,2097,18.9,232,Tool Wear Failure,77.33333333333333
5115,L,300.6,311.7,1432,39.2,2,No Failure,1.0
5116,M,300.5,311.6,1577,36.5,4,No Failure,1.3333333333333333
5117,M,300.5,311.5,1370,56.1,7,No Failure,2.3333333333333335
5118,L,300.6,311.5,1419,38.6,31,No Failure,15.5
5119,M,300.7,311.5,1441,40.6,33,No Failure,11.0
5120,M,300.7,311.6,1348,62.5,36,No Failure,12.0
5121,H,300.8,311.7,1468,38.7,39,No Failure,7.8
5122,M,300.7,311.7,1701,30.8,44,No Failure,14.666666666666666
5123,H,300.7,311.7,1864,23.6,47,No Failure,9.4
5124,M,300.6,311.6,1630,31.8,52,No Failure,17.333333333333332
5125,L,300.5,311.5,1316,49.7,55,No Failure,27.5
5126,L,300.5,311.5,1708,31.2,57,No Failure,28.5
5127,L,300.5,311.4,1709,32.3,64,No Failure,32.0
5128,L,300.5,311.4,1445,41.5,66,No Failure,33.0
5129,L,300.4,311.4,1309,55.5,71,No Failure,35.5
5130,L,300.5,311.5,1499,37.6,73,No Failure,36.5
5131,M,300.5,311.4,2072,18.8,75,No Failure,25.0
5132,L,300.5,311.5,1487,43.0,78,No Failure,39.0
5133,L,300.5,311.5,1302,49.6,80,No Failure,40.0
5134,M,300.5,311.5,1378,48.2,82,No Failure,27.333333333333332
5135,L,300.5,311.6,1365,53.0,85,No Failure,42.5
5136,H,300.6,311.7,1427,44.6,87,No Failure,17.4
5137,H,300.5,311.6,1476,41.7,97,No Failure,19.4
5138,L,300.5,311.6,1425,42.4,102,No Failure,51.0
5139,L,300.5,311.7,1409,54.7,104,No Failure,52.0
5140,M,300.5,311.6,1454,41.4,108,No Failure,36.0
5141,M,300.8,311.9,1761,29.0,113,No Failure,37.666666666666664
5142,M,300.7,311.9,1657,30.9,116,No Failure,38.666666666666664
5143,L,300.7,311.8,1420,47.0,119,No Failure,59.5
5144,H,300.7,311.9,1329,59.2,121,No Failure,24.2
5145,L,300.6,312.0,1566,30.1,128,No Failure,64.0
5146,L,300.6,312.0,1430,42.7,130,No Failure,65.0
5147,L,300.6,312.0,1481,40.9,132,No Failure,66.0
5148,L,300.6,312.0,1670,29.4,134,No Failure,67.0
5149,H,300.6,312.1,1354,46.9,138,No Failure,27.6
5150,M,300.5,312.0,1263,60.8,146,No Failure,48.666666666666664
5151,L,300.5,311.9,1576,31.1,149,No Failure,74.5
5152,L,300.5,312.0,1453,45.1,151,No Failure,75.5
5153,L,300.5,312.0,1478,39.0,153,No Failure,76.5
5154,M,300.5,311.9,1323,57.9,155,No Failure,51.666666666666664
5155,L,300.5,311.9,1710,28.4,158,No Failure,79.0
5156,L,300.4,311.7,1314,59.5,160,No Failure,80.0
5157,L,300.4,311.7,1460,39.6,162,No Failure,81.0
5158,M,300.5,311.8,1331,55.3,167,No Failure,55.666666666666664
5159,L,300.4,311.7,1515,47.4,170,No Failure,85.0
5160,L,300.4,311.7,1444,51.2,174,No Failure,87.0
5161,M,300.4,311.7,1398,42.6,176,No Failure,58.666666666666664
5162,M,300.5,311.8,1591,42.0,182,No Failure,60.666666666666664
5163,M,300.4,311.7,1478,39.9,185,No Failure,61.666666666666664
5164,M,300.4,311.8,1362,47.6,188,No Failure,62.666666666666664
5165,L,300.5,311.8,1368,57.9,191,Overstrain Failure,95.5
5166,L,300.4,311.8,1272,59.2,198,Overstrain Failure,99.0
5167,M,300.4,311.7,1511,33.0,200,No Failure,66.66666666666667
5168,H,300.4,311.6,1715,30.8,203,No Failure,40.6
5169,M,300.3,311.5,1400,43.8,0,No Failure,0.0
5170,L,300.4,311.6,1200,76.6,3,Power Failure,1.5
5171,H,300.3,311.6,1427,56.2,8,No Failure,1.6
5172,M,300.2,311.4,1960,20.9,20,No Failure,6.666666666666667
5173,L,300.3,311.5,1548,32.2,25,No Failure,12.5
5174,L,300.3,311.6,1709,29.5,27,No Failure,13.5
5175,H,300.3,311.5,1464,41.0,29,No Failure,5.8
5176,L,300.3,311.5,1634,31.9,36,No Failure,18.0
5177,L,300.3,311.5,1663,33.6,38,No Failure,19.0
5178,M,300.3,311.5,1445,47.3,40,No Failure,13.333333333333334
5179,L,300.4,311.6,1517,39.0,45,No Failure,22.5
5180,L,300.4,311.6,1815,23.5,49,No Failure,24.5
5181,L,300.4,311.7,1513,40.0,51,No Failure,25.5
5182,L,300.3,311.5,1667,28.8,56,No Failure,28.0
5183,L,300.3,311.5,1466,46.2,62,No Failure,31.0
5184,L,300.3,311.5,1378,47.5,64,No Failure,32.0
5185,M,300.2,311.5,1547,40.9,66,No Failure,22.0
5186,L,300.2,311.5,1495,38.5,69,No Failure,34.5
5187,L,300.1,311.4,1729,29.3,71,No Failure,35.5
5188,H,300.1,311.4,1485,40.4,75,No Failure,15.0
5189,H,300.1,311.6,1674,29.6,85,No Failure,17.0
5190,L,300.0,311.4,1383,49.6,101,No Failure,50.5
5191,M,299.8,311.3,1517,41.2,105,No Failure,35.0
5192,M,299.9,311.4,1480,44.9,108,No Failure,36.0
5193,L,299.9,311.4,1706,28.8,111,No Failure,55.5
5194,L,300.0,311.5,1349,48.6,113,No Failure,56.5
5195,M,300.0,311.5,1451,49.0,115,No Failure,38.333333333333336
5196,M,300.0,311.4,1537,35.4,120,No Failure,40.0
5197,M,300.0,311.4,1466,39.0,125,No Failure,41.666666666666664
5198,L,300.0,311.5,1455,41.7,130,No Failure,65.0
5199,L,300.0,311.4,1927,24.6,132,No Failure,66.0
5200,M,299.9,311.3,1703,28.4,134,No Failure,44.666666666666664
5201,L,299.8,311.2,1533,35.9,137,No Failure,68.5
5202,H,299.8,311.3,1785,25.4,139,No Failure,27.8
5203,L,299.8,311.2,2142,16.6,144,No Failure,72.0
5204,L,299.8,311.2,1369,46.2,146,No Failure,73.0
5205,M,299.8,311.2,1706,29.2,148,No Failure,49.333333333333336
5206,L,299.9,311.3,1802,24.4,151,No Failure,75.5
5207,H,299.9,311.3,1413,41.8,153,No Failure,30.6
5208,L,300.0,311.3,1484,53.2,158,No Failure,79.0
5209,L,299.9,311.3,1535,38.1,160,No Failure,80.0
5210,M,299.9,311.2,1579,35.5,162,No Failure,54.0
5211,L,299.8,311.1,1300,64.2,165,No Failure,82.5
5212,M,299.8,311.1,1562,35.7,170,No Failure,56.666666666666664
5213,L,299.8,311.2,1664,28.3,173,No Failure,86.5
5214,H,299.9,311.2,1495,35.8,175,No Failure,35.0
5215,L,300.0,311.4,1484,37.0,183,No Failure,91.5
5216,L,300.1,311.5,1549,34.7,189,No Failure,94.5
5217,L,300.1,311.4,1604,35.0,191,No Failure,95.5
5218,L,300.2,311.5,1685,31.0,193,No Failure,96.5
5219,L,300.2,311.6,1372,49.2,195,No Failure,97.5
5220,L,300.3,311.6,1374,47.4,197,No Failure,98.5
5221,L,300.2,311.6,1606,31.0,199,No Failure,99.5
5222,L,300.1,311.5,1471,47.2,201,No Failure,100.5
5223,L,300.1,311.7,1503,42.6,208,No Failure,104.0
5224,L,300.2,311.8,1798,23.2,210,No Failure,105.0
5225,L,300.2,311.6,1322,50.9,215,No Failure,107.5
5226,M,300.3,311.7,1374,47.9,222,Tool Wear Failure,74.0
5227,L,300.3,311.8,1551,37.2,9,No Failure,4.5
5228,M,300.3,311.8,1592,32.1,11,No Failure,3.6666666666666665
5229,L,300.4,311.8,1433,42.2,14,No Failure,7.0
5230,L,300.5,311.9,1432,43.1,16,No Failure,8.0
5231,L,300.5,311.9,1350,51.7,18,No Failure,9.0
5232,L,300.5,312.0,1498,42.9,25,No Failure,12.5
5233,M,300.5,312.0,1382,54.1,27,No Failure,9.0
5234,M,300.5,311.9,1511,44.5,30,No Failure,10.0
5235,L,300.5,311.9,1383,50.5,35,No Failure,17.5
5236,L,300.5,311.9,1431,49.4,37,No Failure,18.5
5237,L,300.5,312.0,1461,38.1,39,No Failure,19.5
5238,H,300.4,311.9,1438,46.7,41,Random Failures,8.2
5239,M,300.6,312.1,1293,52.3,49,No Failure,16.333333333333332
5240,L,300.7,312.3,1548,37.9,58,No Failure,29.0
5241,H,300.7,312.2,1335,49.0,62,No Failure,12.4
5242,L,300.7,312.3,1420,53.8,67,No Failure,33.5
5243,H,300.7,312.4,1457,47.2,74,No Failure,14.8
5244,L,300.8,312.4,1493,39.1,79,No Failure,39.5
5245,H,300.7,312.3,1446,45.4,86,No Failure,17.2
5246,L,300.8,312.4,1465,59.1,91,Power Failure,45.5
5247,L,300.7,312.3,1590,36.3,93,No Failure,46.5
5248,M,300.6,312.2,2174,18.5,95,No Failure,31.666666666666668
5249,L,300.7,312.4,1590,37.9,98,No Failure,49.0
5250,L,300.7,312.3,1577,33.2,100,No Failure,50.0
5251,L,300.8,312.5,1517,39.2,107,No Failure,53.5
5252,M,300.9,312.6,1555,40.6,109,No Failure,36.333333333333336
5253,L,300.9,312.7,1416,43.8,112,No Failure,56.0
5254,M,300.8,312.6,1588,35.6,114,No Failure,38.0
5255,L,300.8,312.6,1422,50.0,117,No Failure,58.5
5256,L,300.8,312.6,1376,53.6,119,No Failure,59.5
5257,L,300.8,312.5,1434,50.7,121,No Failure,60.5
5258,L,300.8,312.5,1423,47.3,123,No Failure,61.5
5259,L,300.9,312.4,1364,52.5,125,No Failure,62.5
5260,L,300.8,312.4,1825,23.8,127,No Failure,63.5
5261,L,300.8,312.4,1365,44.5,129,No Failure,64.5
5262,L,300.8,312.3,1435,44.8,134,No Failure,67.0
5263,M,300.8,312.4,1811,25.1,136,No Failure,45.333333333333336
5264,M,300.8,312.4,1465,43.7,139,No Failure,46.333333333333336
5265,L,300.9,312.4,1372,51.0,142,No Failure,71.0
5266,L,300.7,312.3,1715,26.8,146,No Failure,73.0
